city,hotel_description,hotel_facilities,property_name
Coorg,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Only two guest shall be allowed in the bed room. If required, 1 extra mattress for additional guest.This policy is negotiable when the guest checks in.",Business Center |Internet Access - Surcharge|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Conference Facility |Cell Phone Rental|Transfers Available|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Trekking|CCTV,Flora Homes
Gurgaon,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.  The hotel reserves the right of admission for local residents.,Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Conference Facility |Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,Elevate Residency
Goa,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per Govt.'s norms it is mandatory to carry Photo ID proof at the time of check in.,Bar / Lounge |Laundry Service Available|Multi Cuisine Restaurant | Bike on Rent|Taxi Services,Dewa Goa Apartments
Cochin,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets not allowed,"Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Dance Performances (on demand)|Multi Lingual Staff|Wake-up Call / Service|Porter / Bellhop|Sauna|Suitable For Children|Separate Sitting Area|Conference Facility |Electronic / Magnetic Keys|Multi - Line Phone|Picnic Area|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Private Beach|Smoking Area |Veranda|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Express Laundry|Meditation Room|Taxi Services|Board Room|City Shuttle Service|Karaoke |Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Yoga Hall / Classes|Postal / Parcel Services|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Baggage Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Stamps and Mailing Facility|Suites",ESHA HERITAGE INN
Nellore,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid photo identification at the time of check-in.,Lift / Elevator|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Room Service (24 Hours)|Parking Facility,DSR Paradise
Munnar,The standard check-in time is 02:00 PM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,Fragrant Nature Munnar
Mahabaleshwar,The standard check-in time is 11:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Doctor on Call|Games Zone|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Power Backup|Parking Facility|Room Service,Fountain Village
Chikmagalur,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances),Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Doorman|Power Backup|Extra Person / Child - Share the same room|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,Emgee's Residency
Udaipur,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly first book first get,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Barbecue Area|Beauty Salon - on charge|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Night Club|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Catering|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Sauna|Suitable For Children|Coffee Shop / Cafe|Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Fire Place Available |Floor Butler|Massage Services |Poolside Bar|Discotheque |Safari|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Camel Ride|Open Air Restaurant / Dining | Bike on Rent|Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Water Dispenser Available|Self Check - In|Taxi Services|Board Room|City Shuttle Service|Karaoke |Food Facility| Drivers Rest Room|Newspapers In Lobby|Yoga Hall / Classes|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Parking (Surcharge)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Ski Storage|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured",Devi Vilas
Delhi,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Gardens|ATM / Banking|Kitchen available (home cook food on request)|Express Laundry|Water Dispenser Available|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access,Excellency Corporate House
Mumbai,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couples not allowed,,FAMOUS REST HOME
